Id,SalePrice
1461,20052.451005509338
1462,14351.268178730552
1463,21715.41159689297
1464,20475.299976740294
1465,57103.92423595594
1466,28802.35083177322
1467,33574.82770933141
1468,17214.688190093766
1469,31044.593105408556
1470,19397.5167134616
1471,48852.177194437136
1472,59370.71612771445
1473,54624.34458742092
1474,80649.53652123286
1475,59608.6177711072
1476,24411.6138246582
1477,28771.371961419874
1478,21122.806209074053
1479,32764.013531177345
1480,33017.630186361064
1481,34500.20225769825
1482,44617.05798825208
1483,20479.052777257464
1484,37147.85307065353
1485,12391.746479992129
1486,17228.784595608256
1487,59706.236050273794
1488,34891.36868307768
1489,21450.327808904985
1490,21126.3465167057
1491,40915.82114877601
1492,11876.142717537858
1493,33727.848807679635
1494,55311.41138645247
1495,55792.02345723976
1496,61944.981899214574
1497,62971.707268912905
1498,76438.45578983697
1499,60194.83211702723
1500,58827.13165878566
1501,69090.85475094136
1502,47864.1103814515
1503,35573.82491738362
1504,34993.61090057889
1505,24346.189480131885
1506,34312.46060294631
1507,50252.224227703206
1508,40310.92514272181
1509,36854.276516948776
1510,21115.933793128872
1511,21909.380727401123
1512,23033.022036593964
1513,31656.010638098232
1514,139831.90943233372
1515,46142.22059299149
1516,28261.572443265584
1517,31428.171630534544
1518,56007.399929709536
1519,38795.79142443772
1520,28654.960386552448
1521,23507.559959555005
1522,17173.698347652607
1523,24704.570126962673
1524,20095.748761115152
1525,27619.65121591782
1526,23085.118735067488
1527,24142.94088081997
1528,36517.90961754949
1529,36136.62820025429
1530,21341.033661418656
1531,15344.739193675536
1532,18918.862055815163
1533,33138.56477766168
1534,37936.66686525799
1535,32167.01729606133
1536,31837.059830326845
1537,21751.682697340002
1538,21067.557845837997
1539,36028.1668055304
1540,37274.05260438368
1541,20273.019786261262
1542,27748.406651846555
1543,13937.100830143267
1544,18036.18089984579
1545,27112.415779117422
1546,20451.694464817378
1547,29121.53501184764
1548,15971.105154137065
1549,17599.871783952305
1550,20174.394072863535
1551,16044.524282924032
1552,59636.89685196835
1553,32528.47754127372
1554,39815.835530874545
1555,25567.996868720842
1556,17207.295807835806
1557,16882.381996197728
1558,17364.52294814487
1559,6020.362921882731
1560,18036.615960448755
1561,68763.26787259996
1562,32741.30227050129
1563,21862.914920894877
1564,57324.86051889706
1565,37394.13894846058
1566,18472.8257677976
1567,11425.933910509066
1568,40800.98209597119
1569,17383.175015329296
1570,19306.90443148971
1571,34401.40809164156
1572,24027.654377629857
1573,29664.980722396154
1574,24420.71205159948
1575,47921.08762793758
1576,38669.103031296814
1577,23848.34273258574
1578,23194.620817430663
1579,34779.65322330505
1580,28613.427640958434
1581,40790.3638102158
1582,18670.53420979562
1583,47102.23057396468
1584,36194.644752493834
1585,38264.41874333211
1586,16238.978968693855
1587,50513.11352787662
1588,32826.95645329045
1589,17650.77466490767
1590,36293.36157252467
1591,31057.990822265383
1592,24568.957848108825
1593,11159.332255140918
1594,91312.94182190787
1595,26556.308235849232
1596,26405.78811707257
1597,66621.64666820694
1598,27988.303404840342
1599,44873.18831661622
1600,63888.7419491652
1601,7473.551005648894
1602,20008.124272709454
1603,6376.895756263746
1604,53078.67192651818
1605,29597.15448199156
1606,38274.898842277646
1607,68137.58979218193
1608,25827.279140560164
1609,24924.851170374415
1610,18707.514784626084
1611,22340.222555820263
1612,28874.949316119044
1613,19307.365738617045
1614,46553.03524888879
1615,57245.07578400309
1616,60144.08980638203
1617,41634.59553892333
1618,17401.651039823322
1619,22681.177928888483
1620,76191.263034705
1621,30616.619374059675
1622,24617.305936971497
1623,38915.46326816258
1624,21437.70368292782
1625,23617.710475181077
1626,24217.670931792192
1627,19766.127756818198
1628,19296.72044755584
1629,23621.255502104385
1630,100661.92662704817
