Id,SalePrice
1461,108363.61674692777
1462,159336.63815373814
1463,178399.5442113331
1464,207841.39875487698
1465,183257.65052854197
1466,170250.20514390952
1467,188059.21883698832
1468,172464.45044332353
1469,205069.3169811192
1470,115503.48591746065
1471,193625.89896965472
1472,102048.93987134834
1473,93279.64310928163
1474,159089.6366133438
1475,116968.6228058442
1476,340910.08090100996
1477,237795.68966907132
1478,297390.13902333827
1479,288890.4556576345
1480,443390.14304908144
1481,317045.72359321156
1482,213672.34461717418
1483,177196.2062053294
1484,164539.24646503496
1485,213492.43299371042
1486,200384.8494226263
1487,261133.28492508826
1488,237977.20459952005
1489,181833.29123292316
1490,213058.49998588467
1491,204498.26959642032
1492,90901.58648845616
1493,193469.94460381885
1494,278392.32764859276
1495,266199.7148848118
1496,219991.0930763065
1497,185436.82789541024
1498,175299.43450292057
1499,159230.3304153604
1500,158716.07474682605
1501,196310.04198343703
1502,148502.11266692245
1503,266058.28707794705
1504,237160.98658782936
1505,216865.21469599943
1506,190702.51107051523
1507,240911.07658031286
1508,210765.7451307711
1509,166488.3492675884
1510,142529.14828843347
1511,156262.88553818513
1512,154135.2200795966
1513,157865.59076759004
1514,158286.1351894445
1515,191000.45015772764
1516,165972.31721638472
1517,182445.07713621412
1518,115079.78662176763
1519,220180.75691364985
1520,123952.7793169314
1521,126466.46853958277
1522,177468.90718636793
1523,105481.30675037015
1524,135167.4685175754
1525,119837.30143899638
1526,116985.27744327919
1527,111756.65576694757
1528,143059.25291456073
1529,154070.41950366562
1530,205259.80880415873
1531,132561.03336538112
1532,99737.3674462621
1533,161896.33269440968
1534,124964.9318112179
1535,155852.26692395235
1536,98276.95703706025
1537,60150.4355458997
1538,164037.1935630917
1539,201855.43002453257
1540,113807.8685033392
1541,151151.09292200263
1542,132088.18253062878
1543,201228.51511854565
1544,88970.96510766748
1545,115173.17262387324
1546,135386.95831968164
1547,130170.25483983234
1548,137454.91471466015
1549,118592.25780802056
1550,131308.35818167008
1551,108365.80957736852
1552,138822.0923345123
1553,158197.82955810038
1554,115825.39872509269
1555,157636.90063745386
1556,102927.9313105345
1557,97191.8214357672
1558,95646.04502599056
1559,77288.63568934529
1560,139933.0620049688
1561,126004.01822752168
1562,135768.2007709689
1563,121986.56999242942
1564,156028.9494608989
1565,138011.83021871248
1566,261737.72355365104
1567,72637.01549941828
1568,246108.86545237005
1569,130355.91016325832
1570,147768.65895341663
1571,146177.60004194954
1572,155384.9370125202
1573,244959.46759296878
1574,132557.54472140022
1575,238951.6350710437
1576,276602.4591676645
1577,181145.34715364018
1578,140275.5264668256
1579,139383.53166964863
1580,200874.09693076747
1581,178103.54900829404
1582,124206.44453440528
1583,285488.82621277164
1584,221757.66140306232
1585,136018.5005771434
1586,72137.56040755355
1587,107754.3299055731
1588,160873.51113162315
1589,95141.41926334363
1590,144476.7923817534
1591,93914.0566077818
1592,126236.10832324497
1593,127843.73950926347
1594,111795.89513480254
1595,108648.64116521613
1596,218768.1511859159
1597,198260.7360077779
1598,228632.74801928707
1599,177706.15949870352
1600,166914.61602778363
1601,62195.349288537705
1602,108191.16015243286
1603,96544.43219428368
1604,219320.70281190553
1605,271501.16625989927
1606,173860.55480007405
1607,169594.56394152858
1608,230165.09747908855
1609,183872.0412744081
1610,146782.33781815245
1611,152686.69847743967
1612,181113.0451321855
1613,175778.90434881233
1614,119387.79923711222
1615,92861.68676076762
1616,76144.08436015726
1617,93649.08598570625
1618,133094.81149952018
1619,145588.42212334098
1620,160771.12223082868
1621,126966.4661848688
1622,152784.13271390248
1623,267512.3862192554
1624,222527.9702662305
1625,118017.0587597353
1626,179460.3521906757
1627,196752.41766465918
1628,283947.3656888939
1629,187150.3824007928
1630,272914.97268589283
1631,228200.75653892895
1632,217419.55831032616
1633,189363.28477840827
1634,196004.54716857366
1635,188126.4149121676
1636,156194.42374958078
1637,202991.881907411
1638,190083.2856008899
1639,189298.3201988354
1640,248403.9251871962
1641,186226.47832632734
1642,243542.61419088006
1643,202709.33991760618
1644,226764.4079548324
1645,185064.8313433079
1646,163738.0222167798
1647,156493.45489799077
1648,134358.20263312443
1649,152142.48201705402
1650,107888.49580606924
1651,124755.93651403999
1652,101432.58977960066
1653,104930.40228902469
1654,155401.8633968459
1655,143198.31159776598
1656,149956.13135470837
1657,156331.1927555189
1658,151328.33795350124
1659,114226.78835637188
1660,162496.6546583294
1661,397382.5735958836
1662,336445.8171209247
1663,351522.2064915837
1664,395894.2666085449
1665,301867.80327147135
1666,307671.64381921216
1667,347597.3549090001
1668,353430.16367079824
1669,302536.14500741044
1670,317299.0290282511
1671,260603.09241807493
1672,383303.9058339072
1673,287743.63670307054
1674,245414.26429049706
1675,196723.97850769616
1676,196197.54765082488
1677,221797.55684385117
1678,394637.42495937203
1679,349785.69561323815
1680,302124.7976643578
1681,246853.96412126094
1682,307817.8930814254
1683,176338.9717635572
1684,187693.21649173068
1685,183618.82168871522
1686,176998.61196215122
1687,186784.41545112387
1688,196015.92208113853
1689,214808.8247663255
1690,224472.63952934465
1691,201025.7779402327
1692,277791.50544031797
1693,183602.8361373734
1694,193187.0286538381
1695,173995.14068820135
1696,264028.042041894
1697,183983.95453132864
1698,313167.820725053
1699,309136.3240031928
1700,247012.0075527517
1701,268630.4095989493
1702,224939.73098911776
1703,237054.80414748366
1704,276400.2533605896
1705,260294.42210484148
1706,317515.8604349299
1707,195166.02181625922
1708,196802.05763460504
1709,268723.2273788005
1710,223849.57940578644
1711,275475.79545855254
1712,237052.75431837956
1713,251780.1764648232
1714,203216.95202952417
1715,201113.31009158184
1716,193282.27939091617
1717,196558.90929241793
1718,145357.0500560376
1719,212797.49592578376
1720,249884.4804298663
1721,176068.12964422264
1722,131877.95823387333
1723,162292.46970517922
1724,199463.99214875945
1725,236233.56777096586
1726,189672.69094641364
1727,159970.53519117043
1728,175374.83372242295
1729,171767.06679466672
1730,154238.33740143335
1731,125892.32043060551
1732,122298.43902711112
1733,102814.04016473217
1734,124730.93754873083
1735,135695.48377593947
1736,104927.49981237971
1737,311965.77870150766
1738,255334.41587079852
1739,223936.42566258844
1740,187689.513983605
1741,182172.27531196523
1742,181760.32621567667
1743,186874.41343676095
1744,373000.80941514304
1745,222306.02187124535
1746,188032.8866036111
1747,218711.47563566559
1748,197755.8368542499
1749,140795.61021722032
1750,126696.18073819562
1751,264186.8825519359
1752,116104.94024825326
1753,150142.3974910928
1754,206063.42577092437
1755,177254.45081634578
1756,120172.68381966958
1757,123190.77927462506
1758,144479.99649097753
1759,170507.1611045649
1760,159708.6434271935
1761,158044.19046035546
1762,172061.29908413085
