Id,SalePrice
1461,125456.48931747714
1462,154993.34851665486
1463,185802.12570367946
1464,202828.91620678862
1465,199686.66955612905
1466,177181.61464348857
1467,191467.6525552104
1468,173231.1044747018
1469,198748.7717541423
1470,113627.46228718683
1471,195393.89502433053
1472,92116.56863376145
1473,90394.7726112102
1474,150208.22960524756
1475,117182.9980843263
1476,344066.082439025
1477,241403.49332147106
1478,313515.18680175376
1479,306023.1850115759
1480,429882.88431420235
1481,311568.9884027016
1482,226214.2420938352
1483,177551.88038408617
1484,164680.92285015987
1485,205268.77042513964
1486,198467.52209872313
1487,311480.6264252882
1488,245915.25159650002
1489,191231.93939548437
1490,221471.7804432443
1491,190219.52460859256
1492,104338.59406737395
1493,183456.78037639285
1494,289000.20898264094
1495,281035.0473670276
1496,225542.7043930894
1497,190677.8426059494
1498,167231.91349553998
1499,170144.97144973153
1500,160974.00416309093
1501,171069.16699415282
1502,155325.7184875861
1503,274311.3778277304
1504,246927.37885522444
1505,232656.04306971788
1506,194169.61399807243
1507,240106.33554422852
1508,224437.00502211283
1509,166445.7028270928
1510,139876.03821774194
1511,147572.14814770935
1512,162585.55317385335
1513,150394.26026138957
1514,182663.80074954452
1515,194074.58887381924
1516,171467.2132744297
1517,182592.5849366329
1518,140085.7124111187
1519,209346.77615603962
1520,125739.20060935938
1521,127865.51144725773
1522,173196.5346395806
1523,104626.65237639366
1524,132524.0345294083
1525,119785.24560948084
1526,120659.76877094623
1527,109101.96846559201
1528,159347.0403489519
1529,134183.54833947629
1530,183412.46854296245
1531,129136.23986473466
1532,112130.7527902533
1533,142304.92643064508
1534,135617.58959015898
1535,155649.44392236293
1536,111808.3711420134
1537,73567.45116982552
1538,185145.5115600362
1539,209929.69226565832
1540,116292.38805867759
1541,145842.88491755782
1542,133070.55985790578
1543,190612.28571013684
1544,85409.11106313753
1545,118008.77961047187
1546,132513.83128116542
1547,123312.88353811676
1548,130866.09495107993
1549,109498.28963804574
1550,126526.92895774049
1551,119976.73768010907
1552,123401.22718355243
1553,142404.23153824394
1554,119411.70147901034
1555,185723.94035680973
1556,102708.32405848468
1557,110844.5839616784
1558,100780.87387119922
1559,91303.0750843215
1560,151206.9018621645
1561,134442.0320964812
1562,125495.21515983062
1563,109833.299812735
1564,153051.5979604379
1565,137884.04520067145
1566,257428.71610217917
1567,75656.99491104025
1568,227828.8429075005
1569,133908.21190255528
1570,147511.48451969546
1571,134605.91160167378
1572,138049.25679941283
1573,209506.3789329962
1574,108840.03972741321
1575,212479.8204045737
1576,253878.7138714398
1577,188751.96029553752
1578,155612.7983480288
1579,154995.63322743477
1580,215417.31818239545
1581,163115.61304732837
1582,126510.00094183382
1583,298342.68847904634
1584,224440.97867203134
1585,141186.86151671162
1586,68326.88560497465
1587,98929.2887893337
1588,133930.3898365019
1589,94756.409311576
1590,137105.38587574736
1591,83209.74682346547
1592,130666.51409993519
1593,127831.38285066473
1594,121050.22289287816
1595,110217.57339784184
1596,217926.7606175982
1597,197386.08422517803
1598,227733.92202314184
1599,178603.26039798674
1600,171745.7069349152
1601,56960.732077645785
1602,107785.48949062341
1603,84914.09192825067
1604,249116.93916818447
1605,255862.35683256923
1606,179390.34272504784
1607,188788.66385284084
1608,230454.1636643071
1609,185192.06323750992
1610,157354.98702401225
1611,149659.61030012261
1612,179365.7934665963
1613,175331.90324363127
1614,100966.75518844005
1615,80184.0334565883
1616,68512.39816835229
1617,83704.83491365757
1618,124594.66413451116
1619,135028.12391312813
1620,163156.3331878479
1621,146109.15720143178
1622,139963.50015242875
1623,251616.11361405996
1624,212483.9377327422
1625,119842.81975483036
1626,179722.45202929527
1627,196363.58889239148
1628,266887.7496321635
1629,201405.04357095767
1630,307861.94677658705
1631,229042.90740303652
1632,244403.978972506
1633,188796.7341665631
1634,199885.41685896076
1635,187456.89394874248
1636,163688.77579138594
1637,203798.18161628046
1638,213315.5668180052
1639,203467.22172951314
1640,263425.39241406095
1641,199780.7660962416
1642,240678.10828560707
1643,227204.52237718718
1644,241382.2973924993
1645,193788.6956897661
1646,170934.9925875458
1647,172245.1458834117
1648,120639.57085070602
1649,143360.76319980252
1650,112883.73957349552
1651,118359.96710650293
1652,96840.62165028528
1653,101283.59291538528
1654,150584.43504541594
1655,145297.82828420593
1656,148951.94131158537
1657,153983.36582872798
1658,148763.35151923058
1659,122885.05281166633
1660,168659.81287634047
1661,391563.5321599665
1662,348429.67315249547
1663,350741.8656663689
1664,413550.63681899535
1665,308921.0644923976
1666,314922.652388841
1667,344205.97755435546
1668,336180.3462479678
1669,296577.6962323687
1670,334940.26687770494
1671,267987.5652598933
1672,402190.0419001109
1673,291057.5697083434
1674,254031.5452286518
1675,201948.26011943808
1676,205864.99475414693
1677,230523.59745388813
1678,412182.94360030186
1679,334871.4174806986
1680,319096.86545084737
1681,257817.94802362807
1682,305277.4648739832
1683,191857.0538180525
1684,192532.42851208118
1685,176813.03195158407
1686,180443.74002457884
1687,180998.87475448096
1688,196750.72553819598
1689,198067.68719296108
1690,212680.71831924058
1691,195344.1376655452
1692,268484.2097755574
1693,182077.48727359023
1694,192534.2910157689
1695,178453.16543779618
1696,258738.95285875158
1697,184153.24075668887
1698,323821.5759748577
1699,290867.7512703422
1700,248689.64054465684
1701,279390.52073087124
1702,248821.3072413612
1703,254952.27683995554
1704,282704.4071850874
1705,253771.4870027359
1706,360092.7473811067
1707,209771.3986494588
1708,199862.96560116363
1709,275584.39771267417
1710,237968.64542308956
1711,277018.91780919494
1712,252321.84049659673
1713,260604.39937879244
1714,222312.86732462098
1715,212195.65624426675
1716,186775.69386800565
1717,178438.9733715588
1718,144236.57919085384
1719,194333.03950982043
1720,228563.1325909435
1721,171425.45200064403
1722,137773.5277737249
1723,167097.48240379945
1724,196265.18910081466
1725,234672.53418257323
1726,184298.17453604643
1727,163783.43053486888
1728,185248.2676412678
1729,175057.72266461764
1730,167959.00326507405
1731,114432.08115293438
1732,120032.6217303361
1733,107521.03607113015
1734,116833.75551078397
1735,129329.94620296732
1736,109430.36998667072
1737,340687.4689119312
1738,280224.346612542
1739,232663.3781608279
1740,203372.88062688048
1741,193327.11702566463
1742,175377.6128879078
1743,185722.1379773171
1744,340112.0991704351
1745,211806.37262124557
1746,216408.6386506012
1747,229193.30202779622
1748,215211.93265267575
1749,160420.2218404916
1750,147182.2086523845
1751,262474.37194952124
1752,120792.94034063151
1753,136496.6125056755
1754,206517.62466651038
1755,182412.5831135216
1756,115923.67844232969
1757,116747.54610538852
1758,145318.45858325844
1759,185012.55595239563
1760,163997.91650010317
1761,155977.47349346307
1762,168846.65828100173
1763,171910.91938393287
1764,115394.39393469102
1765,173359.15244141952
1766,183437.52626286919
1767,231628.67920393083
1768,137950.74570815888
1769,180171.15379913602
1770,160913.65564050752
1771,126215.93277745246
1772,132170.6890309699
1773,129030.05301571221
1774,144917.79010107194
1775,142791.73232506527
1776,125084.93632851994
1777,110337.23482662022
1778,142047.4081751878
1779,111603.8172866251
1780,200071.10169679616
1781,126886.97247099355
1782,77683.74283836696
1783,136107.60755269753
1784,94057.65559118467
1785,104310.74336855001
1786,154407.30546326973
1787,182725.36795541478
1788,60236.48553028497
1789,100178.27377414751
1790,74115.15230746867
1791,200782.91998231964
1792,162564.95109940408
1793,135414.36285199696
1794,163987.43861331086
1795,137102.75407674952
1796,140477.410277733
1797,132917.0344442623
1798,110993.07447136725
1799,110759.50517737944
1800,129242.68660148233
1801,128972.88056011213
1802,171526.34626363296
1803,144473.9730943435
1804,143861.66268334564
1805,142308.584377199
1806,134870.69867649992
